ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Base,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RCTName,PROName,RGTName,CATName,SOLName,BASName
31-614-CAS-39663076,Ullmann,"[""Cupric acetate""]","[""Cu(II)""]","[""Tris(2"", ""2-bipyridyl)ruthenium(II) chloride""]","[""Oxygen""]","[""OX""]",[],"[""1"", ""2-Dichloroethane""]",25.0,12.0,76,O=C(O)CNc1ccccc1 . Cn1c(=O)cnc2ccc(Cl)cc21,CN1C(=O)C2CN(c3ccccc3)CN2c2ccc(Cl)cc21,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(II)/2-bipyridyl)ruthenium(II) chloride+Tris(2/Oxygen/1+2-Dichloroethane,ff0278e3,ff0278e3,RCT: 100-63-0 + 141-97-9 + 109-77-3 + 456-48-4 | PRO: 313379-67-8 | RGT: 7782-44-7 | CAT: 142-71-2 + 14323-06-9 | SOL: 107-06-2,"[""100-63-0"", ""141-97-9"", ""109-77-3"", ""456-48-4""]","[""313379-67-8""]","[""7782-44-7""]","[""142-71-2"", ""14323-06-9""]","[""107-06-2""]",[]
31-614-CAS-39663078,Ullmann,"[""Cupric acetate""]","[""Cu(II)""]","[""Tris(2"", ""2-bipyridyl)ruthenium(II) chloride""]","[""Oxygen""]","[""OX""]",[],"[""1"", ""2-Dichloroethane""]",25.0,12.0,72,O=C(O)CNc1ccccc1 . Cn1c(=O)cnc2cc(Cl)ccc21,CN1C(=O)C2CN(c3ccccc3)CN2c2cc(Cl)ccc21,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(II)/2-bipyridyl)ruthenium(II) chloride+Tris(2/Oxygen/1+2-Dichloroethane,ff0278e3,ff0278e3,RCT: 109-97-7 + 134080-67-4 | PRO: 3034302-06-9 | RGT: 7782-44-7 | CAT: 142-71-2 + 14323-06-9 | SOL: 107-06-2,"[""109-97-7"", ""134080-67-4""]","[""3034302-06-9""]","[""7782-44-7""]","[""142-71-2"", ""14323-06-9""]","[""107-06-2""]",[]
31-614-CAS-39663079,Ullmann,"[""Cupric acetate""]","[""Cu(II)""]","[""Tris(2"", ""2-bipyridyl)ruthenium(II) chloride""]","[""Oxygen""]","[""OX""]",[],"[""1"", ""2-Dichloroethane""]",25.0,12.0,88,O=C(O)CNc1ccccc1 . Cn1c(=O)cnc2cc(F)c(F)cc21,CN1C(=O)C2CN(c3ccccc3)CN2c2cc(F)c(F)cc21,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(II)/2-bipyridyl)ruthenium(II) chloride+Tris(2/Oxygen/1+2-Dichloroethane,ff0278e3,ff0278e3,RCT: 104-92-7 + 120-72-9 | PRO: 93597-01-4 | RGT: 7782-44-7 | CAT: 142-71-2 + 14323-06-9 | SOL: 107-06-2,"[""104-92-7"", ""120-72-9""]","[""93597-01-4""]","[""7782-44-7""]","[""142-71-2"", ""14323-06-9""]","[""107-06-2""]",[]
31-614-CAS-39663305,Ullmann,"[""Copper""]","[""Cu""]","[""none""]","[""Sodium hydride"", ""Water""]","[""UNK"", ""WORKUP""]",[],"[""Dimethylformamide""]",150.0,4.5,90,c1c[nH]cn1 . COC(OC)c1ccc(Br)cc1,COC(OC)c1ccc(-n2ccnc2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium hydride+Water/Dimethylformamide,b2493539,b2493539,RCT: 109-04-6 + 3652-90-2 | PRO: 1352932-32-1 | RGT: 7646-69-7 + 7732-18-5 | CAT: 7440-50-8 | SOL: 68-12-2,"[""109-04-6"", ""3652-90-2""]","[""1352932-32-1""]","[""7646-69-7"", ""7732-18-5""]","[""7440-50-8""]","[""68-12-2""]",[]
31-614-CAS-39675950,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Iodine"", ""Oxygen""]","[""UNK"", ""OX""]",[],"[""Toluene"", ""1"", ""4-Dioxane""]",80.0,24.0,77,c1cn[nH]c1 . CN1CCc2ccccc21 . Clc1ccccc1SSc1ccccc1Cl,Cn1c(-n2cccn2)c(I)c2cc(Sc3ccccc3Cl)ccc21,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Iodine+Oxygen/1+4-Dioxane+Toluene,a032aebc,a032aebc,RCT: 108-86-1 + 111-49-9 | PRO: 40832-99-3 | RGT: 7553-56-2 + 7782-44-7 | CAT: 7681-65-4 | SOL: 108-88-3 + 123-91-1,"[""108-86-1"", ""111-49-9""]","[""40832-99-3""]","[""7553-56-2"", ""7782-44-7""]","[""7681-65-4""]","[""108-88-3"", ""123-91-1""]",[]
31-614-CAS-39675959,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Iodine"", ""Oxygen""]","[""UNK"", ""OX""]",[],"[""Toluene"", ""1"", ""4-Dioxane""]",80.0,24.0,84,c1cn[nH]c1 . CN1CCc2ccccc21 . Clc1ccc(SSc2ccc(Cl)cc2)cc1,Cn1c(-n2cccn2)c(I)c2cc(Sc3ccc(Cl)cc3)ccc21,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Iodine+Oxygen/1+4-Dioxane+Toluene,a032aebc,a032aebc,RCT: 591-17-3 + 658683-16-0 | PRO: 3053056-06-4 | RGT: 7553-56-2 + 7782-44-7 | CAT: 7681-65-4 | SOL: 108-88-3 + 123-91-1,"[""591-17-3"", ""658683-16-0""]","[""3053056-06-4""]","[""7553-56-2"", ""7782-44-7""]","[""7681-65-4""]","[""108-88-3"", ""123-91-1""]",[]
31-614-CAS-39675979,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Iodine"", ""Oxygen""]","[""UNK"", ""OX""]",[],"[""Dimethyl sulfoxide"", ""1"", ""4-Dioxane""]",80.0,24.0,71,c1cn[nH]c1 . CN1CCc2ccccc21 . Clc1ccc(SSc2ccc(Cl)cc2)cc1,Cn1c(-n2cccn2)c(Sc2ccc(Cl)cc2)c2cc(Sc3ccc(Cl)cc3)ccc21,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Iodine+Oxygen/1+4-Dioxane+Dimethyl sulfoxide,e05dc97f,e05dc97f,RCT: 147539-61-5 + 187973-60-0 | PRO: 1867708-56-2 | RGT: 7553-56-2 + 7782-44-7 | CAT: 7681-65-4 | SOL: 67-68-5 + 123-91-1,"[""147539-61-5"", ""187973-60-0""]","[""1867708-56-2""]","[""7553-56-2"", ""7782-44-7""]","[""7681-65-4""]","[""67-68-5"", ""123-91-1""]",[]
31-614-CAS-39676053,Ullmann,"[""Nickel monoxide"", ""Copper oxide (CuO)""]","[""Ni"", ""Cu""]","[""Cobalt oxide (Co3O4)""]",[],[],[],[],100.0,0.167,95,NNc1ccccc1 . N#CCC#N . CCOC(=O)CC(C)=O . O=Cc1ccc(F)cc1,Cc1nn(-c2ccccc2)c2c1C(c1ccc(F)cc1)C(C#N)=C(N)O2,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu+Ni/Cobalt oxide (Co3O4)/none/none,a3cd28e0,a3cd28e0,RCT: 98-03-3 + 15310-01-7 | PRO: 300718-32-5 | CAT: 1308-06-1 + 1313-99-1 + 1317-38-0,"[""98-03-3"", ""15310-01-7""]","[""300718-32-5""]",[],"[""1308-06-1"", ""1313-99-1"", ""1317-38-0""]",[],[]
31-614-CAS-39676056,Ullmann,"[""Nickel monoxide"", ""Copper oxide (CuO)""]","[""Ni"", ""Cu""]","[""Cobalt oxide (Co3O4)""]",[],[],[],[],100.0,0.25,92,NNc1ccccc1 . O=Cc1ccc(Cl)cc1 . N#CCC#N . CCOC(=O)CC(C)=O,Cc1nn(-c2ccccc2)c2c1C(c1ccc(Cl)cc1)C(C#N)=C(N)O2,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu+Ni/Cobalt oxide (Co3O4)/none/none,a3cd28e0,a3cd28e0,RCT: 126-81-8 + 153386-07-3 | PRO: 2999684-22-7 | CAT: 1308-06-1 + 1313-99-1 + 1317-38-0,"[""126-81-8"", ""153386-07-3""]","[""2999684-22-7""]",[],"[""1308-06-1"", ""1313-99-1"", ""1317-38-0""]",[],[]
31-614-CAS-39790991,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,94,COc1ccc(C=O)cc1 . O=C(Nc1ccccc1)c1ccccc1I,COc1ccc(-c2nc3ccccc3c(=O)n2-c2ccccc2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 123-11-5 + 15310-01-7 | PRO: 36567-90-5 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""123-11-5"", ""15310-01-7""]","[""36567-90-5""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39790992,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,96,O=Cc1ccccc1 . O=C(Nc1ccccc1)c1ccccc1I,O=c1c2ccccc2nc(-c2ccccc2)n1-c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 100-52-7 + 15310-01-7 | PRO: 22686-82-4 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""100-52-7"", ""15310-01-7""]","[""22686-82-4""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39790994,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,94,O=Cc1ccccc1Cl . O=C(Nc1ccccc1)c1ccccc1I,O=c1c2ccccc2nc(-c2ccccc2Cl)n1-c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 89-98-5 + 15310-01-7 | PRO: 887628-91-3 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""89-98-5"", ""15310-01-7""]","[""887628-91-3""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39790996,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,96,O=Cc1ccc(Cl)cc1 . O=C(Nc1ccccc1)c1ccccc1I,O=c1c2ccccc2nc(-c2ccc(Cl)cc2)n1-c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 104-88-1 + 15310-01-7 | PRO: 71047-77-3 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""104-88-1"", ""15310-01-7""]","[""71047-77-3""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39790999,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,13.0,78,O=CC=Cc1ccccc1 . O=C(Nc1ccccc1)c1ccccc1I,O=c1c2ccccc2nc(C=Cc2ccccc2)n1-c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 420-04-2 + 303991-99-3 | PRO: 3023422-41-2 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""420-04-2"", ""303991-99-3""]","[""3023422-41-2""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39791000,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,95,Cc1ccccc1C=O . O=C(Nc1ccccc1)c1ccccc1I,Cc1ccccc1-c1nc2ccccc2c(=O)n1-c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 529-20-4 + 15310-01-7 | PRO: 284465-80-1 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""529-20-4"", ""15310-01-7""]","[""284465-80-1""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39791002,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,95,O=Cc1cccs1 . O=C(Nc1ccccc1)c1ccccc1I,O=c1c2ccccc2nc(-c2cccs2)n1-c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 98-03-3 + 15310-01-7 | PRO: 300718-32-5 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""98-03-3"", ""15310-01-7""]","[""300718-32-5""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39791003,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,82,CCCCC=O . O=C(Nc1ccccc1)c1ccccc1I,CCCCc1nc2ccccc2c(=O)n1-c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 288-32-4 + 626-01-7 | PRO: 112677-67-5 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""288-32-4"", ""626-01-7""]","[""112677-67-5""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39791004,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,90,O=Cc1ccccc1[N+](=O)[O-] . O=C(Nc1ccccc1)c1ccccc1I,O=c1c2ccccc2nc(-c2ccccc2[N+](=O)[O-])n1-c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 51-17-2 + 109-04-6 + 75-03-6 | PRO: 1643130-12-4 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""51-17-2"", ""109-04-6"", ""75-03-6""]","[""1643130-12-4""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39791005,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,97,O=Cc1cccc2ccccc12 . O=C(Nc1ccccc1)c1ccccc1I,O=c1c2ccccc2nc(-c2cccc3ccccc23)n1-c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 66-77-3 + 15310-01-7 | PRO: 858466-01-0 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""66-77-3"", ""15310-01-7""]","[""858466-01-0""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39791006,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,82,O=CC1CCCCC1 . O=C(Nc1ccccc1)c1ccccc1I,O=c1c2ccccc2nc(C2CCCCC2)n1-c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 4965-36-0 + 1547036-10-1 | PRO: 3038179-07-3 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""4965-36-0"", ""1547036-10-1""]","[""3038179-07-3""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39791008,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,92,O=Cc1ccccc1 . O=C(Nc1cccc2ccccc12)c1ccccc1I,O=c1c2ccccc2nc(-c2ccccc2)n1-c1cccc2ccccc12,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 89-98-5 + 15310-01-7 | PRO: 887628-91-3 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""89-98-5"", ""15310-01-7""]","[""887628-91-3""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39791009,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,95,Cc1ccc(C=O)cc1 . O=C(Nc1ccccc1)c1ccccc1I,Cc1ccc(-c2nc3ccccc3c(=O)n2-c2ccccc2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 288-13-1 + 89346-48-5 | PRO: 3055343-69-3 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""288-13-1"", ""89346-48-5""]","[""3055343-69-3""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39791010,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,94,O=Cc1ccccc1 . O=C(NC1CCCCC1)c1ccccc1I,O=c1c2ccccc2nc(-c2ccccc2)n1C1CCCCC1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 100-63-0 + 104-88-1 + 141-97-9 | PRO: 143699-06-3 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""100-63-0"", ""104-88-1"", ""141-97-9""]","[""143699-06-3""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39791012,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""Sodium azide""]","[""NUC""]",[],"[""Polyethylene glycol""]",80.0,10.0,86,O=Cc1ccccc1 . O=C(Nc1ccccc1C(=O)c1ccccc1)c1ccccc1I,O=C(c1ccccc1)c1ccccc1N1C(=O)c2ccccc2NC1c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium azide/Polyethylene glycol,1851585e,1851585e,RCT: 109-77-3 + 153386-07-3 | PRO: 2999684-33-0 | RGT: 26628-22-8 | CAT: 1317-38-0 | SOL: 25322-68-3,"[""109-77-3"", ""153386-07-3""]","[""2999684-33-0""]","[""26628-22-8""]","[""1317-38-0""]","[""25322-68-3""]",[]
31-614-CAS-39810074,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium tert-butoxide""]","[""BASE""]","[""Potassium tert-butoxide""]","[""Dimethyl sulfoxide""]",140.0,49.0,78,c1ccc2[nH]cnc2c1 . Cc1ccccc1I,Cc1ccccc1-n1cnc2ccccc21,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium tert-butoxide/Dimethyl sulfoxide,5d03f5b8,9e12bf74,RCT: 106-43-4 + 120-72-9 | PRO: 167283-32-1 | RGT: 865-47-4 | CAT: 95-14-7 + 7681-65-4 | SOL: 67-68-5,"[""106-43-4"", ""120-72-9""]","[""167283-32-1""]","[""865-47-4""]","[""95-14-7"", ""7681-65-4""]","[""67-68-5""]","[""Potassium tert-butoxide""]"
31-614-CAS-39899862,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylethylenediamine""]","[""Potassium carbonate""]","[""BASE""]","[""Potassium carbonate""]","[""Toluene""]",110.0,16.0,97,O=C1CCCN1 . Nc1ccc(Cl)cc1I,Nc1ccc(Cl)cc1N1CCCC1=O,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/N+N-Dimethylethylenediamine/Potassium carbonate/Toluene,645658dc,645658dc,RCT: 66-77-3 + 15310-01-7 | PRO: 858466-01-0 | RGT: 584-08-7 | CAT: 110-70-3 + 7681-65-4 | SOL: 108-88-3,"[""66-77-3"", ""15310-01-7""]","[""858466-01-0""]","[""584-08-7""]","[""110-70-3"", ""7681-65-4""]","[""108-88-3""]","[""Potassium carbonate""]"
31-614-CAS-39946985,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Potassium carbonate""]","[""Dimethylformamide""]",110.0,17.0,72,c1cc[nH]c1 . Ic1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,c1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(-n3cccc3)cc2)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate/Dimethylformamide,efcb744b,efcb744b,RCT: 103-01-5 + 65845-74-1 | PRO: 2891917-81-8 | RGT: 584-08-7 | CAT: 7681-65-4 | SOL: 68-12-2,"[""103-01-5"", ""65845-74-1""]","[""2891917-81-8""]","[""584-08-7""]","[""7681-65-4""]","[""68-12-2""]","[""Potassium carbonate""]"
31-614-CAS-39946989,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate""]","[""BASE""]","[""Potassium carbonate""]","[""Dimethylformamide""]",110.0,12.0,72,c1cc[nH]c1 . Ic1ccc(C(c2ccc(I)cc2)(c2ccc(I)cc2)c2ccc(I)cc2)cc1,c1ccn(-c2ccc(C(c3ccc(-n4cccc4)cc3)(c3ccc(-n4cccc4)cc3)c3ccc(-n4cccc4)cc3)cc2)c1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate/Dimethylformamide,efcb744b,efcb744b,RCT: 142-08-5 + 1394922-25-8 | PRO: 3035962-02-5 | RGT: 584-08-7 | CAT: 7681-65-4 | SOL: 68-12-2,"[""142-08-5"", ""1394922-25-8""]","[""3035962-02-5""]","[""584-08-7""]","[""7681-65-4""]","[""68-12-2""]","[""Potassium carbonate""]"
31-614-CAS-39947379,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Sodium hydroxide""]","[""BASE""]","[""Sodium hydroxide""]","[""Dimethyl sulfoxide""]",100.0,12.0,95,O=Cc1ccc[nH]1 . Ic1ccccc1,O=Cc1cccn1-c1ccccc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Sodium hydroxide/Dimethyl sulfoxide,3a563dbf,3a563dbf,RCT: 288-13-1 + 824-21-5 + 1142-19-4 | PRO: 2946607-83-4 | RGT: 1310-73-2 | CAT: 7681-65-4 | SOL: 67-68-5,"[""288-13-1"", ""824-21-5"", ""1142-19-4""]","[""2946607-83-4""]","[""1310-73-2""]","[""7681-65-4""]","[""67-68-5""]","[""Sodium hydroxide""]"
31-614-CAS-39965293,Ullmann,"[""Copper""]","[""Cu""]","[""none""]","[""Sodium carbonate""]","[""BASE""]","[""Sodium carbonate""]",[],,72.0,76,c1ccc2c(c1)Nc1nc3ccccc3nc1S2 . Ic1ccccc1,c1ccc(N2c3ccccc3Sc3nc4ccccc4nc32)cc1,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu/none/Sodium carbonate/none,8f533db2,8f533db2,RCT: 110-91-8 + 299928-52-2 | PRO: 1531629-08-9 | RGT: 497-19-8 | CAT: 7440-50-8,"[""110-91-8"", ""299928-52-2""]","[""1531629-08-9""]","[""497-19-8""]","[""7440-50-8""]",[],"[""Sodium carbonate""]"
31-614-CAS-40029694,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Potassium carbonate"", ""Water""]","[""BASE"", ""WORKUP""]","[""Potassium carbonate""]","[""Dimethylformamide""]",150.0,6.0,72,O=c1cccc[nH]1 . C[C@]12CC[C@@H]3c4ccc(Br)cc4CC[C@H]3[C@@H]1CCC2=O,C[C@]12CC[C@@H]3c4ccc(-n5ccccc5=O)cc4CC[C@H]3[C@@H]1CCC2=O,"Organic Letters (2024), 26(5), 1046-1050. | Li, Jianan; et al | Organic Letters (2024), 26(5), 1046-1050.",Cu(I)/none/Potassium carbonate+Water/Dimethylformamide,94648480,94648480,RCT: 1006-94-6 + 7073-94-1 + 68-12-2 + 104-94-9 | PRO: 3037384-27-0 | RGT: 584-08-7 + 7732-18-5 | CAT: 7681-65-4 | SOL: 68-12-2,"[""1006-94-6"", ""7073-94-1"", ""68-12-2"", ""104-94-9""]","[""3037384-27-0""]","[""584-08-7"", ""7732-18-5""]","[""7681-65-4""]","[""68-12-2""]","[""Potassium carbonate""]"
