ReactionID,ReactionType,CoreDetail,CoreGeneric,Ligand,ReagentRaw,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RCTName,PROName,RGTName,CATName,SOLName
31-614-CAS-39391294,Ullmann,"[""Copper(II) triflate""]","[""Cu""]","[""none""]","[""Unresolved CAS 7758-11-4""]","[""UNK""]","[""Acetonitrile""]",0.0,12.0,66,NNc1ccccc1 . O=Cc1ccc(Cl)cc1,O=C(NN(c1ccccc1)c1ccccc1)c1ccc(Cl)cc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/none/Unresolved CAS 7758-11-4/Acetonitrile,3ce4cc34,bb27770d,RCT: 142-08-5 + 2346-74-9 | PRO: 3061308-15-1 | RGT: 7758-11-4 | CAT: 34946-82-2 | SOL: 75-05-8,"[""142-08-5"", ""2346-74-9""]","[""3061308-15-1""]","[""Unresolved CAS 7758-11-4""]","[""Unresolved CAS 34946-82-2""]","[""Acetonitrile""]"
31-614-CAS-39391295,Ullmann,"[""Copper(II) triflate""]","[""Cu""]","[""none""]","[""Unresolved CAS 7758-11-4""]","[""UNK""]","[""Acetonitrile""]",0.0,12.0,66,NNc1ccccc1 . O=Cc1ccc(Br)cc1,O=C(NN(c1ccccc1)c1ccccc1)c1ccc(Br)cc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/none/Unresolved CAS 7758-11-4/Acetonitrile,3ce4cc34,bb27770d,RCT: 109-97-7 + 39795-60-3 | PRO: 3026196-53-9 | RGT: 7758-11-4 | CAT: 34946-82-2 | SOL: 75-05-8,"[""109-97-7"", ""39795-60-3""]","[""3026196-53-9""]","[""Unresolved CAS 7758-11-4""]","[""Unresolved CAS 34946-82-2""]","[""Acetonitrile""]"
31-614-CAS-39391301,Ullmann,"[""Copper(II) triflate""]","[""Cu""]","[""none""]","[""Unresolved CAS 7758-11-4""]","[""UNK""]","[""Acetonitrile""]",0.0,12.0,57,NNc1ccccc1 . O=Cc1ccc(F)cc1Cl,O=C(NN(c1ccccc1)c1ccccc1)c1ccc(F)cc1Cl,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/none/Unresolved CAS 7758-11-4/Acetonitrile,3ce4cc34,bb27770d,RCT: 2810880-87-4 + 3016307-33-5 + 76-05-1 | PRO: 3031515-56-4 | RGT: 7758-11-4 | CAT: 34946-82-2 | SOL: 75-05-8,"[""2810880-87-4"", ""3016307-33-5"", ""Unresolved CAS 76-05-1""]","[""3031515-56-4""]","[""Unresolved CAS 7758-11-4""]","[""Unresolved CAS 34946-82-2""]","[""Acetonitrile""]"
31-614-CAS-39391320,Ullmann,"[""Copper(II) triflate""]","[""Cu""]","[""none""]","[""Unresolved CAS 7758-11-4""]","[""UNK""]","[""Acetonitrile""]",0.0,12.0,60,O=Cc1ccccc1 . NNc1ccccc1F,O=C(NN(c1ccccc1F)c1ccccc1F)c1ccccc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/none/Unresolved CAS 7758-11-4/Acetonitrile,3ce4cc34,bb27770d,RCT: 3074961-94-4 | PRO: 3030492-67-9 | RGT: 7758-11-4 | CAT: 34946-82-2 | SOL: 75-05-8,"[""3074961-94-4""]","[""3030492-67-9""]","[""Unresolved CAS 7758-11-4""]","[""Unresolved CAS 34946-82-2""]","[""Acetonitrile""]"
31-614-CAS-39391322,Ullmann,"[""Copper(II) triflate""]","[""Cu""]","[""none""]","[""Unresolved CAS 7758-11-4""]","[""UNK""]","[""Acetonitrile""]",0.0,12.0,60,O=Cc1ccccc1 . NNc1ccccc1Cl,O=C(NN(c1ccccc1Cl)c1ccccc1Cl)c1ccccc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/none/Unresolved CAS 7758-11-4/Acetonitrile,3ce4cc34,bb27770d,RCT: 108-90-7 + 288-32-4 | PRO: 7164-98-9 | RGT: 7758-11-4 | CAT: 34946-82-2 | SOL: 75-05-8,"[""108-90-7"", ""Unresolved CAS 288-32-4""]","[""7164-98-9""]","[""Unresolved CAS 7758-11-4""]","[""Unresolved CAS 34946-82-2""]","[""Acetonitrile""]"
31-614-CAS-39391325,Ullmann,"[""Copper(II) triflate""]","[""Cu""]","[""none""]","[""Unresolved CAS 7758-11-4""]","[""UNK""]","[""Acetonitrile""]",0.0,12.0,50,O=Cc1ccccc1 . NNc1cccc(Cl)c1,O=C(NN(c1cccc(Cl)c1)c1cccc(Cl)c1)c1ccccc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/none/Unresolved CAS 7758-11-4/Acetonitrile,3ce4cc34,bb27770d,RCT: 86-74-8 + 3050674-74-0 | PRO: 2320493-28-3 | RGT: 7758-11-4 | CAT: 34946-82-2 | SOL: 75-05-8,"[""86-74-8"", ""3050674-74-0""]","[""2320493-28-3""]","[""Unresolved CAS 7758-11-4""]","[""Unresolved CAS 34946-82-2""]","[""Acetonitrile""]"
31-614-CAS-39391326,Ullmann,"[""Copper(II) triflate""]","[""Cu""]","[""none""]","[""Unresolved CAS 7758-11-4""]","[""UNK""]","[""Acetonitrile""]",0.0,12.0,52,O=Cc1ccccc1 . NNc1ccccc1Br,O=C(NN(c1ccccc1Br)c1ccccc1Br)c1ccccc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/none/Unresolved CAS 7758-11-4/Acetonitrile,3ce4cc34,bb27770d,RCT: 120-72-9 + 1973-22-4 + 68-12-2 + 104-94-9 | PRO: 2992612-71-0 | RGT: 7758-11-4 | CAT: 34946-82-2 | SOL: 75-05-8,"[""120-72-9"", ""1973-22-4"", ""DMF"", ""104-94-9""]","[""2992612-71-0""]","[""Unresolved CAS 7758-11-4""]","[""Unresolved CAS 34946-82-2""]","[""Acetonitrile""]"
31-614-CAS-39391327,Ullmann,"[""Copper(II) triflate""]","[""Cu""]","[""none""]","[""Unresolved CAS 7758-11-4""]","[""UNK""]","[""Acetonitrile""]",0.0,12.0,58,O=Cc1ccccc1 . NNc1cccc(Br)c1,O=C(NN(c1cccc(Br)c1)c1cccc(Br)c1)c1ccccc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/none/Unresolved CAS 7758-11-4/Acetonitrile,3ce4cc34,bb27770d,RCT: 637-87-6 + 18076-61-4 | PRO: 3027655-10-0 | RGT: 7758-11-4 | CAT: 34946-82-2 | SOL: 75-05-8,"[""637-87-6"", ""18076-61-4""]","[""3027655-10-0""]","[""Unresolved CAS 7758-11-4""]","[""Unresolved CAS 34946-82-2""]","[""Acetonitrile""]"
31-614-CAS-39391331,Ullmann,"[""Copper(II) triflate""]","[""Cu""]","[""none""]","[""Unresolved CAS 7758-11-4""]","[""UNK""]","[""Acetonitrile""]",0.0,12.0,54,O=Cc1ccccc1 . NNc1ccc(F)cc1,O=C(NN(c1ccc(F)cc1)c1ccc(F)cc1)c1ccccc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/none/Unresolved CAS 7758-11-4/Acetonitrile,3ce4cc34,bb27770d,RCT: 124-40-3 + 3027472-03-0 | PRO: 3027472-05-2 | RGT: 7758-11-4 | CAT: 34946-82-2 | SOL: 75-05-8,"[""124-40-3"", ""3027472-03-0""]","[""3027472-05-2""]","[""Unresolved CAS 7758-11-4""]","[""Unresolved CAS 34946-82-2""]","[""Acetonitrile""]"
31-614-CAS-39391332,Ullmann,"[""Copper(II) triflate""]","[""Cu""]","[""none""]","[""Unresolved CAS 7758-11-4""]","[""UNK""]","[""Acetonitrile""]",0.0,12.0,52,O=Cc1ccccc1 . NNc1ccc(Cl)cc1,O=C(NN(c1ccc(Cl)cc1)c1ccc(Cl)cc1)c1ccccc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/none/Unresolved CAS 7758-11-4/Acetonitrile,3ce4cc34,bb27770d,RCT: 696-62-8 + 121452-03-7 | PRO: 3043927-52-9 | RGT: 7758-11-4 | CAT: 34946-82-2 | SOL: 75-05-8,"[""696-62-8"", ""121452-03-7""]","[""3043927-52-9""]","[""Unresolved CAS 7758-11-4""]","[""Unresolved CAS 34946-82-2""]","[""Acetonitrile""]"
31-614-CAS-39439118,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""none""]","[""Cesium carbonate (Cs2CO3)""]","[""UNK""]","[""DMF""]",140.0,24.0,62,c1cn[nH]c1 . Brc1ccc(C2(c3ccc(Br)cc3)CC(c3ccccc3)=NO2)cc1,c1ccc(C2=NOC(c3ccc(-n4cccn4)cc3)(c3ccc(-n4cccn4)cc3)C2)cc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(I)/none/Cesium carbonate (Cs2CO3)/DMF,60eb11d1,60eb11d1,RCT: 1915-42-0 + 17788-94-2 | PRO: 3032025-78-5 | RGT: 534-17-8 | CAT: 7681-65-4 | SOL: 68-12-2,"[""1915-42-0"", ""17788-94-2""]","[""3032025-78-5""]","[""Cesium carbonate (Cs2CO3)""]","[""Copper(I) iodide (CuI)""]","[""DMF""]"
31-614-CAS-39503756,Ullmann,"[""Copper oxide (CuO)""]","[""Cu""]","[""none""]","[""K2CO3""]","[""BASE""]","[""DMF""]",150.0,48.0,50,c1ccc(-c2cc[nH]n2)cc1 . Brc1ccc(Br)c2nsnc12,c1ccc(-c2ccn(-c3ccc(-n4ccc(-c5ccccc5)n4)c4nsnc34)n2)cc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/none/K2CO3/DMF,26e891d4,26e891d4,RCT: 10365-98-7 + 1256794-28-1 | PRO: 2992690-43-2 + 2992690-44-3 | RGT: 584-08-7 | CAT: 1317-38-0 | SOL: 68-12-2,"[""10365-98-7"", ""1256794-28-1""]","[""2992690-43-2"", ""2992690-44-3""]","[""Potassium carbonate (K2CO3)""]","[""Copper(II) oxide (CuO)""]","[""DMF""]"
31-614-CAS-39519413,Ullmann,"[""Copper(II) acetylacetonate"", ""Iridium(1+)""]","[""Cu"", ""Ir""]","[""[4"", ""4-bis(1"", ""1-dimethylethyl)-2"", ""2-bipyridine-N1"", ""N1]bis[2-(2-pyridinyl-N)phenyl-C]-"", ""(OC-6-33)-"", ""hexafluorophosphate(1-) (1:1)""]",[],[],"[""Acetonitrile""]",24.0,2.5,63,O=c1[nH]ncn1-c1ccc(Br)cc1 . COC(=O)C12CC(C(=O)OI(OC(=O)C34CC(C(=O)OC)(C3)C4)c3c(C)cc(C)cc3C)(C1)C2,COC(=O)C12CC(n3ncn(-c4ccc(Br)cc4)c3=O)(C1)C2,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu+Ir/(OC-6-33)-+1-dimethylethyl)-2+2-bipyridine-N1+4-bis(1+N1]bis[2-(2-pyridinyl-N)phenyl-C]-+[4+hexafluorophosphate(1-) (1:1)/none/Acetonitrile,fe0eb3fa,fe0eb3fa,RCT: 1722-12-9 + 110-91-8 | PRO: 57356-66-8 | CAT: 13395-16-9 + 676525-77-2 | SOL: 75-05-8,"[""1722-12-9"", ""110-91-8""]","[""57356-66-8""]",[],"[""Unresolved CAS 13395-16-9"", ""Unresolved CAS 676525-77-2""]","[""Acetonitrile""]"
31-614-CAS-39519417,Ullmann,"[""Copper(II) acetylacetonate"", ""Iridium(1+)""]","[""Cu"", ""Ir""]","[""[4"", ""4-bis(1"", ""1-dimethylethyl)-2"", ""2-bipyridine-N1"", ""N1]bis[2-(2-pyridinyl-N)phenyl-C]-"", ""(OC-6-33)-"", ""hexafluorophosphate(1-) (1:1)""]",[],[],"[""Acetonitrile""]",24.0,2.5,55,O=c1[nH]ncn1-c1ccc(Cl)cc1 . COC(=O)C12CC(C(=O)OI(OC(=O)C34CC(C(=O)OC)(C3)C4)c3c(C)cc(C)cc3C)(C1)C2,COC(=O)C12CC(n3ncn(-c4ccc(Cl)cc4)c3=O)(C1)C2,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu+Ir/(OC-6-33)-+1-dimethylethyl)-2+2-bipyridine-N1+4-bis(1+N1]bis[2-(2-pyridinyl-N)phenyl-C]-+[4+hexafluorophosphate(1-) (1:1)/none/Acetonitrile,fe0eb3fa,fe0eb3fa,RCT: 288-32-4 + 52889-50-6 | PRO: 3023310-59-7 | CAT: 13395-16-9 + 676525-77-2 | SOL: 75-05-8,"[""Unresolved CAS 288-32-4"", ""52889-50-6""]","[""3023310-59-7""]",[],"[""Unresolved CAS 13395-16-9"", ""Unresolved CAS 676525-77-2""]","[""Acetonitrile""]"
31-614-CAS-39519418,Ullmann,"[""Copper(II) acetylacetonate"", ""Iridium(1+)""]","[""Cu"", ""Ir""]","[""[4"", ""4-bis(1"", ""1-dimethylethyl)-2"", ""2-bipyridine-N1"", ""N1]bis[2-(2-pyridinyl-N)phenyl-C]-"", ""(OC-6-33)-"", ""hexafluorophosphate(1-) (1:1)""]",[],[],"[""Acetonitrile""]",24.0,2.5,62,Cc1n[nH]c(=O)n1-c1ccc(Br)cc1 . COC(=O)C12CC(C(=O)OI(OC(=O)C34CC(C(=O)OC)(C3)C4(F)F)c3c(C)cc(C)cc3C)(C1)C2(F)F,COC(=O)C12CC(n3nc(C)n(-c4ccc(Br)cc4)c3=O)(C1)C2(F)F,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu+Ir/(OC-6-33)-+1-dimethylethyl)-2+2-bipyridine-N1+4-bis(1+N1]bis[2-(2-pyridinyl-N)phenyl-C]-+[4+hexafluorophosphate(1-) (1:1)/none/Acetonitrile,fe0eb3fa,fe0eb3fa,RCT: 120-72-9 + 3049367-25-8 | PRO: 3049367-32-7 | CAT: 13395-16-9 + 676525-77-2 | SOL: 75-05-8,"[""120-72-9"", ""3049367-25-8""]","[""3049367-32-7""]",[],"[""Unresolved CAS 13395-16-9"", ""Unresolved CAS 676525-77-2""]","[""Acetonitrile""]"
31-614-CAS-39519423,Ullmann,"[""Copper(II) acetylacetonate"", ""Iridium(1+)""]","[""Cu"", ""Ir""]","[""[4"", ""4-bis(1"", ""1-dimethylethyl)-2"", ""2-bipyridine-N1"", ""N1]bis[2-(2-pyridinyl-N)phenyl-C]-"", ""(OC-6-33)-"", ""hexafluorophosphate(1-) (1:1)""]",[],[],"[""Acetonitrile""]",24.0,5.5,56,COc1ccc(-n2cn[nH]c2=O)cc1 . COC(=O)C12CC(C(=O)OI(OC(=O)C34CC(C(=O)OC)(C3)C4(F)F)c3c(C)cc(C)cc3C)(C1)C2(F)F,COC(=O)C12CC(n3ncn(-c4ccc(OC)cc4)c3=O)(C1)C2(F)F,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu+Ir/(OC-6-33)-+1-dimethylethyl)-2+2-bipyridine-N1+4-bis(1+N1]bis[2-(2-pyridinyl-N)phenyl-C]-+[4+hexafluorophosphate(1-) (1:1)/none/Acetonitrile,fe0eb3fa,fe0eb3fa,RCT: 420-04-2 + 78728-05-9 | PRO: 3065510-19-9 | CAT: 13395-16-9 + 676525-77-2 | SOL: 75-05-8,"[""420-04-2"", ""78728-05-9""]","[""3065510-19-9""]",[],"[""Unresolved CAS 13395-16-9"", ""Unresolved CAS 676525-77-2""]","[""Acetonitrile""]"
31-614-CAS-39519424,Ullmann,"[""Copper(II) acetylacetonate"", ""Iridium(1+)""]","[""Cu"", ""Ir""]","[""[4"", ""4-bis(1"", ""1-dimethylethyl)-2"", ""2-bipyridine-N1"", ""N1]bis[2-(2-pyridinyl-N)phenyl-C]-"", ""(OC-6-33)-"", ""hexafluorophosphate(1-) (1:1)""]",[],[],"[""Acetonitrile""]",24.0,3.5,67,Cc1n[nH]c(=O)n1-c1ccc(Br)cc1 . COC(=O)C12CC(C(=O)OI(OC(=O)C34CC(C(=O)OC)(C3)C4)c3c(C)cc(C)cc3C)(C1)C2,COC(=O)C12CC(n3nc(C)n(-c4ccc(Br)cc4)c3=O)(C1)C2,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu+Ir/(OC-6-33)-+1-dimethylethyl)-2+2-bipyridine-N1+4-bis(1+N1]bis[2-(2-pyridinyl-N)phenyl-C]-+[4+hexafluorophosphate(1-) (1:1)/none/Acetonitrile,fe0eb3fa,fe0eb3fa,RCT: 86-74-8 + 3030301-37-9 | PRO: 3030301-40-4 | CAT: 13395-16-9 + 676525-77-2 | SOL: 75-05-8,"[""86-74-8"", ""3030301-37-9""]","[""3030301-40-4""]",[],"[""Unresolved CAS 13395-16-9"", ""Unresolved CAS 676525-77-2""]","[""Acetonitrile""]"
31-614-CAS-39519426,Ullmann,"[""Copper(II) acetylacetonate"", ""Iridium(1+)""]","[""Cu"", ""Ir""]","[""[4"", ""4-bis(1"", ""1-dimethylethyl)-2"", ""2-bipyridine-N1"", ""N1]bis[2-(2-pyridinyl-N)phenyl-C]-"", ""(OC-6-33)-"", ""hexafluorophosphate(1-) (1:1)""]",[],[],"[""Acetonitrile""]",24.0,3.5,59,COC(=O)C12CC(C(=O)OI(OC(=O)C34CC(C(=O)OC)(C3)C4)c3c(C)cc(C)cc3C)(C1)C2 . O=C(c1ccccc1)N1CCC(n2cn[nH]c2=O)CC1,COC(=O)C12CC(n3ncn(C4CCN(C(=O)c5ccccc5)CC4)c3=O)(C1)C2,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu+Ir/(OC-6-33)-+1-dimethylethyl)-2+2-bipyridine-N1+4-bis(1+N1]bis[2-(2-pyridinyl-N)phenyl-C]-+[4+hexafluorophosphate(1-) (1:1)/none/Acetonitrile,fe0eb3fa,fe0eb3fa,RCT: 120-72-9 + 615-43-0 | PRO: 473918-48-8 | CAT: 13395-16-9 + 676525-77-2 | SOL: 75-05-8,"[""120-72-9"", ""615-43-0""]","[""473918-48-8""]",[],"[""Unresolved CAS 13395-16-9"", ""Unresolved CAS 676525-77-2""]","[""Acetonitrile""]"
31-614-CAS-39519430,Ullmann,"[""Copper(II) acetylacetonate"", ""Iridium(1+)""]","[""Cu"", ""Ir""]","[""[4"", ""4-bis(1"", ""1-dimethylethyl)-2"", ""2-bipyridine-N1"", ""N1]bis[2-(2-pyridinyl-N)phenyl-C]-"", ""(OC-6-33)-"", ""hexafluorophosphate(1-) (1:1)""]",[],[],"[""Acetonitrile""]",24.0,2.5,63,O=c1[nH]ncn1-c1ccc(Br)cc1 . Cc1cc(C)c(I(OC(=O)C23CC(C(=O)OCc4ccccc4)(C2)C3(F)F)OC(=O)C23CC(C(=O)OCc4ccccc4)(C2)C3(F)F)c(C)c1,O=C(OCc1ccccc1)C12CC(n3ncn(-c4ccc(Br)cc4)c3=O)(C1)C2(F)F,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu+Ir/(OC-6-33)-+1-dimethylethyl)-2+2-bipyridine-N1+4-bis(1+N1]bis[2-(2-pyridinyl-N)phenyl-C]-+[4+hexafluorophosphate(1-) (1:1)/none/Acetonitrile,fe0eb3fa,fe0eb3fa,RCT: 288-13-1 + 882-33-7 + 86626-30-4 | PRO: 3027054-11-8 | CAT: 13395-16-9 + 676525-77-2 | SOL: 75-05-8,"[""288-13-1"", ""882-33-7"", ""86626-30-4""]","[""3027054-11-8""]",[],"[""Unresolved CAS 13395-16-9"", ""Unresolved CAS 676525-77-2""]","[""Acetonitrile""]"
31-614-CAS-39519431,Ullmann,"[""Copper(II) acetylacetonate"", ""Iridium(1+)""]","[""Cu"", ""Ir""]","[""[4"", ""4-bis(1"", ""1-dimethylethyl)-2"", ""2-bipyridine-N1"", ""N1]bis[2-(2-pyridinyl-N)phenyl-C]-"", ""(OC-6-33)-"", ""hexafluorophosphate(1-) (1:1)""]",[],[],"[""Acetonitrile""]",24.0,2.5,57,COc1cccc(F)c1-c1cc2[nH]ncc2cn1 . COC(=O)C12CC(C(=O)OI(OC(=O)C34CC(C(=O)OC)(C3)C4(F)F)c3c(C)cc(C)cc3C)(C1)C2(F)F . O=C(O)C(F)(F)F,COC(=O)C12CC(n3ncc4cnc(-c5c(F)cccc5OC)cc43)(C1)C2(F)F.O=C(O)C(F)(F)F,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu+Ir/(OC-6-33)-+1-dimethylethyl)-2+2-bipyridine-N1+4-bis(1+N1]bis[2-(2-pyridinyl-N)phenyl-C]-+[4+hexafluorophosphate(1-) (1:1)/none/Acetonitrile,fe0eb3fa,fe0eb3fa,RCT: 3420-02-8 + 7073-94-1 + 68-12-2 + 104-94-9 | PRO: 3037384-30-5 | CAT: 13395-16-9 + 676525-77-2 | SOL: 75-05-8,"[""3420-02-8"", ""7073-94-1"", ""DMF"", ""104-94-9""]","[""3037384-30-5""]",[],"[""Unresolved CAS 13395-16-9"", ""Unresolved CAS 676525-77-2""]","[""Acetonitrile""]"
31-614-CAS-39557398,Ullmann,"[""Copper""]","[""Cu""]","[""18-Crown-6""]","[""K2CO3""]","[""BASE""]","[""Unresolved CAS 95-50-1""]",180.0,72.0,52,c1ccc2c(c1)[nH]c1c3ccccc3c3ccccc3c21 . Ic1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(N(c2ccccc2)c2ccc(-n3c4ccccc4c4c5ccccc5c5ccccc5c43)cc2)cc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/18-Crown-6/K2CO3/Unresolved CAS 95-50-1,065265d4,065265d4,RCT: 120-72-9 + 694-80-4 + 68-12-2 + 104-94-9 | PRO: 3037384-23-6 | RGT: 584-08-7 | CAT: 7440-50-8 + 17455-13-9 | SOL: 95-50-1,"[""120-72-9"", ""694-80-4"", ""DMF"", ""104-94-9""]","[""3037384-23-6""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)"", ""Unresolved CAS 17455-13-9""]","[""Unresolved CAS 95-50-1""]"
31-614-CAS-39557409,Ullmann,"[""Copper""]","[""Cu""]","[""18-Crown-6""]","[""K2CO3""]","[""BASE""]","[""Unresolved CAS 95-50-1""]",180.0,72.0,58,c1ccc2c(c1)[nH]c1c3ccccc3c3ccccc3c21 . Ic1ccccc1,c1ccc(-n2c3ccccc3c3c4ccccc4c4ccccc4c32)cc1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu/18-Crown-6/K2CO3/Unresolved CAS 95-50-1,065265d4,065265d4,RCT: 5332-24-1 + 83515-06-4 | PRO: 3025597-45-6 | RGT: 584-08-7 | CAT: 7440-50-8 + 17455-13-9 | SOL: 95-50-1,"[""5332-24-1"", ""83515-06-4""]","[""3025597-45-6""]","[""Potassium carbonate (K2CO3)""]","[""Copper (Cu, zero-valent)"", ""Unresolved CAS 17455-13-9""]","[""Unresolved CAS 95-50-1""]"
31-614-CAS-39569374,Ullmann,"[""Cuprous iodide""]","[""Cu(I)""]","[""N"", ""N-Dimethylethylenediamine""]","[""Tripotassium phosphate (K3PO4)""]","[""UNK""]","[""Toluene""]",110.0,24.0,58,c1ccc2[nH]ccc2c1 . Nc1ccccc1I,Nc1ccccc1-n1ccc2ccccc21,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(I)/N+N-Dimethylethylenediamine/Tripotassium phosphate (K3PO4)/Toluene,3bbac4de,3bbac4de,RCT: 120-72-9 + 7073-94-1 + 68-12-2 + 104-94-9 | PRO: 2992612-74-3 | RGT: 7778-53-2 | CAT: 110-70-3 + 7681-65-4 | SOL: 108-88-3,"[""120-72-9"", ""7073-94-1"", ""DMF"", ""104-94-9""]","[""2992612-74-3""]","[""Tripotassium phosphate (K3PO4)""]","[""N,N'-Dimethylethylenediamine (DMEDA)"", ""Copper(I) iodide (CuI)""]","[""Toluene""]"
31-614-CAS-39585644,Ullmann,"[""Cupric acetate""]","[""Cu(II)""]","[""Sodium bis(2-ethylhexyl) sulfosuccinate""]","[""Unresolved CAS 76-05-1"", ""Triethylamine (NEt3)""]","[""UNK""]","[""Water""]",25.0,4.0,59,O=c1nc[nH]c2ccccc12 . OB(O)c1cccc(Cl)c1,O=c1c2ccccc2ncn1-c1cccc(Cl)c1,"ACS Applied Polymer Materials (2024), 6(9), 5256-5267. | Chern, Yaw-Terng; et al | ACS Applied Polymer Materials (2024), 6(9), 5256-5267.",Cu(II)/Sodium bis(2-ethylhexyl) sulfosuccinate/Triethylamine (NEt3)+Unresolved CAS 76-05-1/Water,6724e35e,83b1e500,RCT: 23449-08-3 + 3046236-95-4 | PRO: 3046236-97-6 | RGT: 76-05-1 + 121-44-8 | CAT: 142-71-2 + 577-11-7 | SOL: 7732-18-5,"[""23449-08-3"", ""3046236-95-4""]","[""3046236-97-6""]","[""Unresolved CAS 76-05-1"", ""Triethylamine (NEt3)""]","[""Copper(II) acetate (Cu(OAc)2)"", ""Unresolved CAS 577-11-7""]","[""Water""]"
