ReactionID,ReactionType,CatalystCoreDetail,CatalystCoreGeneric,Ligand,FullCatalyticSystem,Reagent,ReagentRole,Solvent,Temperature_C,Time_h,Yield_%,ReactantSMILES,ProductSMILES,Reference,CondKey,CondSig,FamSig,RawCAS,RawData,RCTName,PROName,RGTName,CATName,SOLName
31-614-CAS-31824047,Other,[],[],[],[],"[""1-Hydroxybenzotriazole|2592-95-2"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8""]","[""UNK""]","[""Dimethylformamide|68-12-2""]",25.0,16.25,84,COC(=O)[C@H](N)Cc1ccc(O)cc1 . CC(C)(C)OC(=O)NCC(=O)O,COC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)OC(C)(C)C,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8+1-Hydroxybenzotriazole|2592-95-2/Dimethylformamide|68-12-2,,,RCT: 1780825-95-7 + 140-75-0 | PRO: 2460957-62-2 | RGT: 2592-95-2 + 25952-53-8 | SOL: 68-12-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""1-Hydroxybenzotriazole"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride""], ""catalysts"": [], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-31824047"", ""1.1"", ""Reagents: 1-Hydroxybenzotriazole, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride"", ""Solvents: Dimethylformamide; 15 min, rt"", ""1.2"", ""16 h, rt"", ""231. Scheme 231 (1 Reaction)"", ""Design, diversity-oriented synthesis and biological evaluation of novel heterocycle derivatives as non-nucleoside HBV capsid protein inhibitors"", ""By: Jia, Haiyong; et al"", ""European Journal of Medicinal Chemistry (2020), 202, 112495."", ""10.1016/j.ejmech.2020.112495"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""1780825-95-7"", ""140-75-0""], ""pro_cas"": [""2460957-62-2""], ""rgt_cas"": [""2592-95-2"", ""25952-53-8""], ""cat_cas"": [], ""sol_cas"": [""68-12-2""], ""notes"": []}}","[""1780825-95-7"", ""140-75-0""]","[""2460957-62-2""]","[""2592-95-2"", ""25952-53-8""]",[],"[""68-12-2""]"
31-614-CAS-31824053,Other,[],[],[],[],"[""1-Hydroxybenzotriazole|2592-95-2"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8""]","[""UNK""]","[""Dimethylformamide|68-12-2""]",25.0,16.25,86,COC(=O)[C@@H](N)Cc1ccc(O)cc1 . CC(C)(C)OC(=O)NCC(=O)O,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)OC(C)(C)C,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8+1-Hydroxybenzotriazole|2592-95-2/Dimethylformamide|68-12-2,,,RCT: 3410-66-0 + 4530-20-5 | PRO: 2413848-30-1 | RGT: 2592-95-2 + 25952-53-8 | SOL: 68-12-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""1-Hydroxybenzotriazole"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride""], ""catalysts"": [], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-31824053"", ""1.1"", ""Reagents: 1-Hydroxybenzotriazole, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride"", ""Solvents: Dimethylformamide; 15 min, rt"", ""1.2"", ""16 h, rt"", ""230. Scheme 230 (1 Reaction)"", ""Absolute stereochemistry shown,"", ""Rotation (-)"", ""Absolute stereochemistry shown"", ""Histamine H3 receptor antagonists with peptidomimetic (keto)piperazine structures to inhibit Aβ oligomerisation"", ""By: Falkenstein, Markus; et al"", ""Bioorganic & Medicinal Chemistry (2021), 50, 116462."", ""10.1016/j.bmc.2021.116462"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""3410-66-0"", ""4530-20-5""], ""pro_cas"": [""2413848-30-1""], ""rgt_cas"": [""2592-95-2"", ""25952-53-8""], ""cat_cas"": [], ""sol_cas"": [""68-12-2""], ""notes"": []}}","[""3410-66-0"", ""4530-20-5""]","[""2413848-30-1""]","[""2592-95-2"", ""25952-53-8""]",[],"[""68-12-2""]"
31-614-CAS-31824054,Other,[],[],[],[],"[""1-Hydroxybenzotriazole|2592-95-2"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8""]","[""UNK""]","[""Dimethylformamide|68-12-2""]",25.0,16.25,93,COC(=O)[C@@H](N)Cc1ccc(O)cc1 . CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8+1-Hydroxybenzotriazole|2592-95-2/Dimethylformamide|68-12-2,,,RCT: 102879-51-6 + 204503-00-4 | PRO: 3007690-73-2 | RGT: 2592-95-2 + 25952-53-8 | SOL: 68-12-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""1-Hydroxybenzotriazole"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride""], ""catalysts"": [], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-31824054"", ""1.1"", ""Reagents: 1-Hydroxybenzotriazole, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride"", ""Solvents: Dimethylformamide; 15 min, rt"", ""1.2"", ""16 h, rt"", ""309. Scheme 309 (1 Reaction)"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Nonpeptidic Oxazole Based Prolyl Oligopeptidase Ligands with Disease Modifying Effects on alpha Synuclein Mouse Models of Parkinson Disease"", ""By: Kilpelainen, Tommi P.; et al"", ""Journal of Medicinal Chemistry (2023), 66(11), 7475-7496."", ""10.1021/acs.jmedchem.3c00235"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""102879-51-6"", ""204503-00-4""], ""pro_cas"": [""3007690-73-2""], ""rgt_cas"": [""2592-95-2"", ""25952-53-8""], ""cat_cas"": [], ""sol_cas"": [""68-12-2""], ""notes"": []}}","[""102879-51-6"", ""204503-00-4""]","[""3007690-73-2""]","[""2592-95-2"", ""25952-53-8""]",[],"[""68-12-2""]"
31-614-CAS-31824055,Other,[],[],[],[],"[""1-Hydroxybenzotriazole|2592-95-2"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8""]","[""UNK""]","[""Dimethylformamide|68-12-2""]",25.0,16.25,80,COC(=O)[C@@H](N)Cc1ccc(O)cc1 . CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)O,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8+1-Hydroxybenzotriazole|2592-95-2/Dimethylformamide|68-12-2,,,RCT: 50-79-3 + 2760538-76-7 | PRO: 2760538-83-6 | RGT: 2592-95-2 + 25952-53-8 | SOL: 68-12-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""1-Hydroxybenzotriazole"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride""], ""catalysts"": [], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-31824055"", ""1.1"", ""Reagents: 1-Hydroxybenzotriazole, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride"", ""Solvents: Dimethylformamide; 15 min, rt"", ""1.2"", ""16 h, rt"", ""357. Scheme 357 (1 Reaction)"", ""Absolute stereochemistry shown"", ""Absolute stereochemistry shown"", ""Discovery of novel tripeptide propylene oxide proteasome inhibitors for the treatment of multiple myeloma"", ""By: Zhang, Wen; et al"", ""Bioorganic & Medicinal Chemistry (2021), 40, 116182."", ""10.1016/j.bmc.2021.116182"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""50-79-3"", ""2760538-76-7""], ""pro_cas"": [""2760538-83-6""], ""rgt_cas"": [""2592-95-2"", ""25952-53-8""], ""cat_cas"": [], ""sol_cas"": [""68-12-2""], ""notes"": []}}","[""50-79-3"", ""2760538-76-7""]","[""2760538-83-6""]","[""2592-95-2"", ""25952-53-8""]",[],"[""68-12-2""]"
31-614-CAS-31828433,Other,[],[],[],[],"[""1-Hydroxybenzotriazole|2592-95-2"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8""]","[""UNK""]","[""Dimethylformamide|68-12-2""]",5.0,16.0,85,NCCc1ccccc1 . O=C(O)c1c[nH]nc1-c1ccc(Cl)c(Cl)c1,O=C(NCCc1ccccc1)c1c[nH]nc1-c1ccc(Cl)c(Cl)c1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride|25952-53-8+1-Hydroxybenzotriazole|2592-95-2/Dimethylformamide|68-12-2,,,RCT: 29241-62-1 + 39065-95-7 | PRO: 1491150-22-1 | RGT: 2592-95-2 + 25952-53-8 | SOL: 68-12-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""1-Hydroxybenzotriazole"", ""1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride""], ""catalysts"": [], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-31828433"", ""1.1"", ""Reagents: 1-Hydroxybenzotriazole, 1-Ethyl-3-(3′-dimethylaminopropyl)carbodiimide hydrochloride"", ""Solvents: Dimethylformamide; rt → 5 °C; overnight, 5 °C"", ""307. Scheme 307 (1 Reaction)"", ""Discovery and characterization of novel potent BCR-ABL degraders by conjugating allosteric inhibitor"", ""By: Liu, Haixia; et al"", ""European Journal of Medicinal Chemistry (2022), 244, 114810."", ""10.1016/j.ejmech.2022.114810"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""29241-62-1"", ""39065-95-7""], ""pro_cas"": [""1491150-22-1""], ""rgt_cas"": [""2592-95-2"", ""25952-53-8""], ""cat_cas"": [], ""sol_cas"": [""68-12-2""], ""notes"": []}}","[""29241-62-1"", ""39065-95-7""]","[""1491150-22-1""]","[""2592-95-2"", ""25952-53-8""]",[],"[""68-12-2""]"
31-614-CAS-31857598,Other,[],[],[],[],[],[],"[""Water|7732-18-5""]",,2.0,97,Nc1ccccc1N . O=CC(=O)O,O=c1cnc2ccccc2[nH]1,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/none/Water|7732-18-5,,,RCT: 371-40-4 + 98156-55-9 | PRO: 3037065-19-0 | SOL: 7732-18-5,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [], ""catalysts"": [], ""solvents"": [""Water""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-31857598"", ""1.1"", ""Solvents: Water; 2 h, reflux"", ""176. Scheme 176 (1 Reaction)"", ""Structure-guided design and development of novel N-phenylpyrimidin-2-amine derivatives as potential c-Met inhibitors"", ""By: Huang, Daowei; et al"", ""European Journal of Medicinal Chemistry (2021), 223, 113648."", ""10.1016/j.ejmech.2021.113648"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""371-40-4"", ""98156-55-9""], ""pro_cas"": [""3037065-19-0""], ""rgt_cas"": [], ""cat_cas"": [], ""sol_cas"": [""7732-18-5""], ""notes"": []}}","[""371-40-4"", ""98156-55-9""]","[""3037065-19-0""]",[],[],"[""7732-18-5""]"
31-614-CAS-31901528,Other,[],[],[],[],"[""7087-68-5|7087-68-5"", ""94790-37-1|94790-37-1"", ""Diisopropylethylamine|""]","[""BASE""]","[""Dimethylformamide|68-12-2""]",25.0,7.417,89,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O . COC(=O)CCCCCCCCCCCN,COC(=O)CCCCCCCCCCCNC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/7087-68-5|7087-68-5+94790-37-1|94790-37-1+Diisopropylethylamine|/Dimethylformamide|68-12-2,,,RCT: 123-30-8 + 849217-48-7 | PRO: 849217-60-3 | RGT: 7087-68-5 + 94790-37-1 | SOL: 68-12-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine""], ""catalysts"": [], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-31901528"", ""1.1"", ""Reagents: Diisopropylethylamine, 1-[Bis(dimethylamino)methylene]-1H-benzotriazolium hexafluorophosphate(1-) 3-oxide"", ""Solvents: Dimethylformamide; 25 min, rt"", ""1.2"", ""Solvents: Dimethylformamide; 6 h, rt"", ""161. Scheme 161 (1 Reaction)"", ""Structure-guided design and development of novel N-phenylpyrimidin-2-amine derivatives as potential c-Met inhibitors"", ""By: Huang, Daowei; et al"", ""European Journal of Medicinal Chemistry (2021), 223, 113648."", ""10.1016/j.ejmech.2021.113648"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""123-30-8"", ""849217-48-7""], ""pro_cas"": [""849217-60-3""], ""rgt_cas"": [""7087-68-5"", ""94790-37-1""], ""cat_cas"": [], ""sol_cas"": [""68-12-2""], ""notes"": []}}","[""123-30-8"", ""849217-48-7""]","[""849217-60-3""]","[""7087-68-5"", ""94790-37-1""]",[],"[""68-12-2""]"
31-614-CAS-31901530,Other,[],[],[],[],"[""7087-68-5|7087-68-5"", ""94790-37-1|94790-37-1"", ""Diisopropylethylamine|""]","[""BASE""]","[""Dimethylformamide|68-12-2""]",25.0,8.417,85,CC(C)(C)OC(=O)N[C@@H](Cc1cccnc1)C(=O)O . COC(=O)CCCCCCCCCCCN,COC(=O)CCCCCCCCCCCNC(=O)[C@H](Cc1cccnc1)NC(=O)OC(C)(C)C,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/7087-68-5|7087-68-5+94790-37-1|94790-37-1+Diisopropylethylamine|/Dimethylformamide|68-12-2,,,RCT: 593-51-1 + 259809-49-9 | PRO: 2868276-65-5 | RGT: 7087-68-5 + 94790-37-1 | SOL: 68-12-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine""], ""catalysts"": [], ""solvents"": [""Dimethylformamide""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-31901530"", ""1.1"", ""Reagents: Diisopropylethylamine, 1-[Bis(dimethylamino)methylene]-1H-benzotriazolium hexafluorophosphate(1-) 3-oxide"", ""Solvents: Dimethylformamide; 25 min, rt"", ""1.2"", ""Solvents: Dimethylformamide; 6 h, rt"", ""378. Scheme 378 (1 Reaction)"", ""Synthesis and in vitro biological evaluation of 3-ethyl-1,5-naphthyridin-2(1H)-one derivatives as potent PARP-1 selective inhibitors and PARP-1 DNA trappers"", ""By: Ren, Junkang; et al"", ""Bioorganic & Medicinal Chemistry Letters (2022), 78, 129046."", ""10.1016/j.bmcl.2022.129046"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""593-51-1"", ""259809-49-9""], ""pro_cas"": [""2868276-65-5""], ""rgt_cas"": [""7087-68-5"", ""94790-37-1""], ""cat_cas"": [], ""sol_cas"": [""68-12-2""], ""notes"": []}}","[""593-51-1"", ""259809-49-9""]","[""2868276-65-5""]","[""7087-68-5"", ""94790-37-1""]",[],"[""68-12-2""]"
31-614-CAS-31909255,Other,"[""Dimethylformamide|68-12-2""]",[],[],"[""Dimethylformamide|68-12-2""]","[""Thionyl chloride|7719-09-7"", ""Triethylamine|121-44-8""]","[""BASE""]","[""Dichloromethane|75-09-2""]",25.0,9.0,82,CCCCCCCC/C=C\CCCCCCCC(=O)O . Nc1cc2cccnc2c2ncccc12,CCCCCCCC/C=C\CCCCCCCC(=O)Nc1cc2cccnc2c2ncccc12,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/Thionyl chloride|7719-09-7+Triethylamine|121-44-8/Dichloromethane|75-09-2,,,RCT: 75-12-7 + 446-08-2 | PRO: 16499-56-2 | RGT: 7719-09-7 + 121-44-8 | CAT: 68-12-2 | SOL: 75-09-2,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Thionyl chloride"", ""Triethylamine""], ""catalysts"": [""Dimethylformamide""], ""solvents"": [""Dichloromethane""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-31909255"", ""1.1"", ""Reagents: Thionyl chloride"", ""Catalysts: Dimethylformamide; 3 h, reflux"", ""1.2"", ""Solvents: Dichloromethane; rt"", ""1.3"", ""Reagents: Triethylamine; 6 h, rt"", ""445. Scheme 445 (1 Reaction)"", ""Second generation Spautin-1 analogues targeting EGFR-mutant non-small cell lung cancer cells"", ""By: Elsocht, Mathias; et al"", ""Bioorganic & Medicinal Chemistry Letters (2023), 79, 129066."", ""10.1016/j.bmcl.2022.129066"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""75-12-7"", ""446-08-2""], ""pro_cas"": [""16499-56-2""], ""rgt_cas"": [""7719-09-7"", ""121-44-8""], ""cat_cas"": [""68-12-2""], ""sol_cas"": [""75-09-2""], ""notes"": []}}","[""75-12-7"", ""446-08-2""]","[""16499-56-2""]","[""7719-09-7"", ""121-44-8""]","[""68-12-2""]","[""75-09-2""]"
31-614-CAS-32020154,Other,[],[],[],[],"[""7087-68-5|7087-68-5"", ""148893-10-1|148893-10-1"", ""Diisopropylethylamine|"", ""O-(7-Azabenzotriazol-1-yl)-N|"", ""N|"", ""N′|"", ""N′-tetramethyluronium hexafluorophosphate|""]","[""BASE""]","[""Tetrahydrofuran|109-99-9""]",25.0,6.0,84,CC(C)CN . Nc1cccc(F)c1C(=O)O,CC(C)CNC(=O)c1c(N)cccc1F,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/148893-10-1|148893-10-1+7087-68-5|7087-68-5+Diisopropylethylamine|+N|+N′-tetramethyluronium hexafluorophosphate|+N′|+O-(7-Azabenzotriazol-1-yl)-N|/Tetrahydrofuran|109-99-9,,,RCT: 586-89-0 + 6232-11-7 | PRO: 2718890-12-9 | RGT: 7087-68-5 + 148893-10-1 | SOL: 109-99-9,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine"", ""O-(7-Azabenzotriazol-1-yl)-N"", ""N"", ""N′"", ""N′-tetramethyluronium hexafluorophosphate""], ""catalysts"": [], ""solvents"": [""Tetrahydrofuran""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-32020154"", ""1.1"", ""Reagents: Diisopropylethylamine, O-(7-Azabenzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium hexafluorophosphate"", ""Solvents: Tetrahydrofuran; 6 h, rt"", ""47. Scheme 47 (1 Reaction)"", ""HDAC-Bax Multiple Ligands Enhance Bax-Dependent Apoptosis in HeLa Cells"", ""By: Liang, Tao; et al"", ""Journal of Medicinal Chemistry (2020), 63(20), 12083-12099."", ""10.1021/acs.jmedchem.0c01454"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""586-89-0"", ""6232-11-7""], ""pro_cas"": [""2718890-12-9""], ""rgt_cas"": [""7087-68-5"", ""148893-10-1""], ""cat_cas"": [], ""sol_cas"": [""109-99-9""], ""notes"": []}}","[""586-89-0"", ""6232-11-7""]","[""2718890-12-9""]","[""7087-68-5"", ""148893-10-1""]",[],"[""109-99-9""]"
31-614-CAS-32020159,Other,[],[],[],[],"[""7087-68-5|7087-68-5"", ""148893-10-1|148893-10-1"", ""Diisopropylethylamine|"", ""O-(7-Azabenzotriazol-1-yl)-N|"", ""N|"", ""N′|"", ""N′-tetramethyluronium hexafluorophosphate|""]","[""BASE""]","[""Tetrahydrofuran|109-99-9""]",25.0,6.0,83,CC(C)N . Nc1cccc(F)c1C(=O)O,CC(C)NC(=O)c1c(N)cccc1F,"Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846. | Reddyrajula, Rajkumar; et al | Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846.",none/none/148893-10-1|148893-10-1+7087-68-5|7087-68-5+Diisopropylethylamine|+N|+N′-tetramethyluronium hexafluorophosphate|+N′|+O-(7-Azabenzotriazol-1-yl)-N|/Tetrahydrofuran|109-99-9,,,RCT: 4942-47-6 + 13325-10-5 | PRO: 1972135-11-7 | RGT: 7087-68-5 + 148893-10-1 | SOL: 109-99-9,"{""txt"": {""title"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""authors"": ""Reddyrajula, Rajkumar; et al"", ""citation"": ""Bioorganic & Medicinal Chemistry Letters (2020), 30(2), 126846."", ""reagents"": [""Diisopropylethylamine"", ""O-(7-Azabenzotriazol-1-yl)-N"", ""N"", ""N′"", ""N′-tetramethyluronium hexafluorophosphate""], ""catalysts"": [], ""solvents"": [""Tetrahydrofuran""], ""base_from_txt"": null, ""all_condition_lines"": [""CAS Reaction Number: 31-614-CAS-32020159"", ""1.1"", ""Reagents: Diisopropylethylamine, O-(7-Azabenzotriazol-1-yl)-N,N,N′,N′-tetramethyluronium hexafluorophosphate"", ""Solvents: Tetrahydrofuran; 6 h, rt"", ""41. Scheme 41 (1 Reaction)"", ""Synthesis and evaluation of bifunctional PTP4A3 phosphatase inhibitors activating the ER stress pathway"", ""By: Rastelli, Ettore J.; et al"", ""Bioorganic & Medicinal Chemistry Letters (2021), 46, 128167."", ""10.1016/j.bmcl.2021.128167"", ""View All Sources in CAS SciFinder""]}, ""rdf"": {""rct_cas"": [""4942-47-6"", ""13325-10-5""], ""pro_cas"": [""1972135-11-7""], ""rgt_cas"": [""7087-68-5"", ""148893-10-1""], ""cat_cas"": [], ""sol_cas"": [""109-99-9""], ""notes"": []}}","[""4942-47-6"", ""13325-10-5""]","[""1972135-11-7""]","[""7087-68-5"", ""148893-10-1""]",[],"[""109-99-9""]"
